Source,Target,Type,ID,Label,Weight
Al Hibbler,Lawrence Brown,Directed,1,CH,1
Al Hibbler,Ray Nance,Directed,2,CH,1
Al Hibbler,Harry Carney,Directed,3,CH,1
Al Hibbler,Jimmy Hamilton,Directed,4,CH,1
Al Hibbler,Junior Raglin,Directed,5,CH,1
Al Hibbler,Johnny Hodges,Directed,6,CH,1
Al Hibbler,Tyree Glenn,Directed,7,CH,1
Al Hibbler,Oscar Pettiford,Directed,8,CH,1
Al Hibbler,Sonny Greer,Directed,9,CH,1
Al Hibbler,Duke Ellington,Directed,10,CH,1
Al Hibbler,Russell Procope,Directed,11,CH,1
Al Hibbler,Django Reinhardt,Directed,12,CH,1
Al Hibbler,Tricky Sam Nanton,Directed,13,CH,1
Al Hibbler,Billy Strayhorn,Directed,14,CH,1
Al Hibbler,Rex Stewart,Directed,15,CH,1
Al Hibbler,Juan Tizol,Directed,16,CH,1
Al Hibbler,Otto Hardwick,Directed,17,CH,1
Al Hibbler,Cat Anderson,Directed,18,CH,1
Al Hibbler,Joya Sherrill,Directed,19,CH,1
Al Hibbler,Ben Webster,Directed,20,CH,1
Al Hibbler,Nancy Wilson,Directed,8019,LJ,1
Al Hibbler,Phil Woods,Directed,8020,LJ,1
Lawrence Brown,Al Hibbler,Directed,1361,CH,1
Lawrence Brown,Ray Nance,Directed,1352,CH,1
Lawrence Brown,Harry Carney,Directed,1357,CH,1
Lawrence Brown,Jimmy Hamilton,Directed,1358,CH,1
Lawrence Brown,Junior Raglin,Directed,1355,CH,1
Lawrence Brown,Johnny Hodges,Directed,1346,CH,1
Lawrence Brown,Tyree Glenn,Directed,1359,CH,1
Lawrence Brown,Oscar Pettiford,Directed,1360,CH,1
Lawrence Brown,Sonny Greer,Directed,1347,CH,1
Lawrence Brown,Duke Ellington,Directed,1353,CH,1
Lawrence Brown,Russell Procope,Directed,1362,CH,1
Lawrence Brown,Django Reinhardt,Directed,1363,CH,1
Lawrence Brown,Tricky Sam Nanton,Directed,1348,CH,1
Lawrence Brown,Billy Strayhorn,Directed,1349,CH,1
Lawrence Brown,Rex Stewart,Directed,1356,CH,1
Lawrence Brown,Juan Tizol,Directed,1350,CH,1
Lawrence Brown,Otto Hardwick,Directed,1354,CH,1
Lawrence Brown,Cat Anderson,Directed,1364,CH,1
Lawrence Brown,Joya Sherrill,Directed,1365,CH,1
Lawrence Brown,Ben Webster,Directed,1351,CH,1
Lawrence Brown,Louie Bellson,Directed,7281,LJ,1
Lawrence Brown,Slide Hampton,Directed,7282,LJ,1
Ray Nance,Al Hibbler,Directed,812,CH,1
Ray Nance,Lawrence Brown,Directed,797,CH,1
Ray Nance,Harry Carney,Directed,808,CH,1
Ray Nance,Jimmy Hamilton,Directed,809,CH,1
Ray Nance,Junior Raglin,Directed,806,CH,1
Ray Nance,Johnny Hodges,Directed,798,CH,1
Ray Nance,Tyree Glenn,Directed,810,CH,1
Ray Nance,Oscar Pettiford,Directed,811,CH,1
Ray Nance,Sonny Greer,Directed,799,CH,1
Ray Nance,Duke Ellington,Directed,804,CH,1
Ray Nance,Russell Procope,Directed,813,CH,1
Ray Nance,Django Reinhardt,Directed,814,CH,1
Ray Nance,Tricky Sam Nanton,Directed,800,CH,1
Ray Nance,Billy Strayhorn,Directed,801,CH,1
Ray Nance,Rex Stewart,Directed,807,CH,1
Ray Nance,Juan Tizol,Directed,802,CH,1
Ray Nance,Otto Hardwick,Directed,805,CH,1
Ray Nance,Cat Anderson,Directed,815,CH,1
Ray Nance,Ben Webster,Directed,803,CH,1
Ray Nance,Milt Hinton,Directed,8723,LJ,1
Ray Nance,Billy Taylor,Directed,8725,LJ,1
Ray Nance,Louie Bellson,Directed,8722,LJ,1
Ray Nance,Buddy Tate,Directed,8724,LJ,1
Harry Carney,Al Hibbler,Directed,5430,CH,1
Harry Carney,Lawrence Brown,Directed,5415,CH,1
Harry Carney,Ray Nance,Directed,5422,CH,1
Harry Carney,Jimmy Hamilton,Directed,5427,CH,1
Harry Carney,Junior Raglin,Directed,5425,CH,1
Harry Carney,Johnny Hodges,Directed,5416,CH,1
Harry Carney,Tyree Glenn,Directed,5428,CH,1
Harry Carney,Oscar Pettiford,Directed,5429,CH,1
Harry Carney,Sonny Greer,Directed,5417,CH,1
Harry Carney,Duke Ellington,Directed,5423,CH,1
Harry Carney,Russell Procope,Directed,5431,CH,1
Harry Carney,Django Reinhardt,Directed,5432,CH,1
Harry Carney,Tricky Sam Nanton,Directed,5418,CH,1
Harry Carney,Billy Strayhorn,Directed,5419,CH,1
Harry Carney,Rex Stewart,Directed,5426,CH,1
Harry Carney,Juan Tizol,Directed,5420,CH,1
Harry Carney,Otto Hardwick,Directed,5424,CH,1
Harry Carney,Cat Anderson,Directed,5444,CH,1
Harry Carney,Joya Sherrill,Directed,5459,CH,1
Harry Carney,Ben Webster,Directed,5421,CH,1
Harry Carney,Lester Young,Directed,5454,CH,1
Harry Carney,Cootie Williams,Directed,5458,CH,1
Harry Carney,Count Basie,Directed,5456,CH,1
Harry Carney,Walter Page,Directed,5448,CH,1
Harry Carney,Lionel Hampton,Directed,5453,CH,1
Harry Carney,Freddie Green,Directed,5446,CH,1
Harry Carney,Buck Clayton,Directed,5435,CH,1
Harry Carney,Helen Humes,Directed,5436,CH,1
Harry Carney,Gene Krupa,Directed,5455,CH,1
Harry Carney,Flip Phillips,Directed,5441,CH,1
Harry Carney,Hank Jones,Directed,5438,CH,1
Harry Carney,Benny Goodman,Directed,5451,CH,1
Harry Carney,Teddy Wilson,Directed,5449,CH,1
Harry Carney,Oscar Peterson,Directed,7165,LJ,1
Harry Carney,Roy Haynes,Directed,7161,LJ,1
Harry Carney,Louie Bellson,Directed,7163,LJ,1
Harry Carney,Lennie Tristano,Directed,5439,CH,1
Harry Carney,Charlie Parker,Directed,5433,CH,1
Harry Carney,Coleman Hawkins,Directed,5437,CH,1
Harry Carney,Buddy Rich,Directed,5443,CH,1
Harry Carney,Roy Eldridge,Directed,5442,CH,1
Harry Carney,Bobby Hackett,Directed,5445,CH,1
Harry Carney,Kai Winding,Directed,5440,CH,1
Harry Carney,John Levy,Directed,7164,LJ,1
Harry Carney,Chris Griffin,Directed,5447,CH,1
Harry Carney,Allan Reuss,Directed,5450,CH,1
Harry Carney,Ziggy Elman,Directed,5452,CH,1
Harry Carney,Harry James,Directed,5457,CH,1
Harry Carney,Ed Safranski,Directed,5434,CH,1
Harry Carney,Toshiko Akiyoshi,Directed,7162,LJ,1
Jimmy Hamilton,Al Hibbler,Directed,6345,CH,1
Jimmy Hamilton,Lawrence Brown,Directed,6338,CH,1
Jimmy Hamilton,Ray Nance,Directed,6339,CH,1
Jimmy Hamilton,Harry Carney,Directed,6340,CH,1
Jimmy Hamilton,Junior Raglin,Directed,6341,CH,1
Jimmy Hamilton,Johnny Hodges,Directed,6342,CH,1
Jimmy Hamilton,Tyree Glenn,Directed,6343,CH,1
Jimmy Hamilton,Oscar Pettiford,Directed,6344,CH,1
Jimmy Hamilton,Sonny Greer,Directed,6346,CH,1
Jimmy Hamilton,Duke Ellington,Directed,6347,CH,1
Jimmy Hamilton,Russell Procope,Directed,6348,CH,1
Jimmy Hamilton,Django Reinhardt,Directed,6349,CH,1
Jimmy Hamilton,Tricky Sam Nanton,Directed,6350,CH,1
Jimmy Hamilton,Billy Strayhorn,Directed,6351,CH,1
Jimmy Hamilton,Rex Stewart,Directed,6352,CH,1
Jimmy Hamilton,Juan Tizol,Directed,6353,CH,1
Jimmy Hamilton,Otto Hardwick,Directed,6354,CH,1
Jimmy Hamilton,Cat Anderson,Directed,6355,CH,1
Jimmy Hamilton,Joya Sherrill,Directed,6356,CH,1
Jimmy Hamilton,Ben Webster,Directed,6357,CH,1
Jimmy Hamilton,Louie Bellson,Directed,7193,LJ,1
Junior Raglin,Al Hibbler,Directed,2911,CH,1
Junior Raglin,Lawrence Brown,Directed,2896,CH,1
Junior Raglin,Ray Nance,Directed,2903,CH,1
Junior Raglin,Harry Carney,Directed,2907,CH,1
Junior Raglin,Jimmy Hamilton,Directed,2908,CH,1
Junior Raglin,Johnny Hodges,Directed,2897,CH,1
Junior Raglin,Tyree Glenn,Directed,2909,CH,1
Junior Raglin,Oscar Pettiford,Directed,2910,CH,1
Junior Raglin,Sonny Greer,Directed,2898,CH,1
Junior Raglin,Duke Ellington,Directed,2904,CH,1
Junior Raglin,Russell Procope,Directed,2912,CH,1
Junior Raglin,Tricky Sam Nanton,Directed,2899,CH,1
Junior Raglin,Billy Strayhorn,Directed,2900,CH,1
Junior Raglin,Rex Stewart,Directed,2906,CH,1
Junior Raglin,Juan Tizol,Directed,2901,CH,1
Junior Raglin,Otto Hardwick,Directed,2905,CH,1
Junior Raglin,Cat Anderson,Directed,2913,CH,1
Junior Raglin,Ben Webster,Directed,2902,CH,1
Junior Raglin,John Levy,Directed,8078,LJ,1
Junior Raglin,Dave Brubeck,Directed,8079,LJ,1
Johnny Hodges,Al Hibbler,Directed,2820,CH,1
Johnny Hodges,Lawrence Brown,Directed,2805,CH,1
Johnny Hodges,Ray Nance,Directed,2811,CH,1
Johnny Hodges,Harry Carney,Directed,2816,CH,1
Johnny Hodges,Jimmy Hamilton,Directed,2817,CH,1
Johnny Hodges,Junior Raglin,Directed,2814,CH,1
Johnny Hodges,Tyree Glenn,Directed,2818,CH,1
Johnny Hodges,Oscar Pettiford,Directed,2819,CH,1
Johnny Hodges,Sonny Greer,Directed,2806,CH,1
Johnny Hodges,Duke Ellington,Directed,2812,CH,1
Johnny Hodges,Russell Procope,Directed,2821,CH,1
Johnny Hodges,Django Reinhardt,Directed,2822,CH,1
Johnny Hodges,Tricky Sam Nanton,Directed,2807,CH,1
Johnny Hodges,Billy Strayhorn,Directed,2808,CH,1
Johnny Hodges,Rex Stewart,Directed,2815,CH,1
Johnny Hodges,Juan Tizol,Directed,2809,CH,1
Johnny Hodges,Otto Hardwick,Directed,2813,CH,1
Johnny Hodges,Cat Anderson,Directed,2823,CH,1
Johnny Hodges,Joya Sherrill,Directed,2839,CH,1
Johnny Hodges,Ben Webster,Directed,2810,CH,1
Johnny Hodges,Lester Young,Directed,2834,CH,1
Johnny Hodges,Cootie Williams,Directed,2838,CH,1
Johnny Hodges,Count Basie,Directed,2836,CH,1
Johnny Hodges,Walter Page,Directed,2828,CH,1
Johnny Hodges,Freddie Green,Directed,2825,CH,1
Johnny Hodges,Buck Clayton,Directed,2826,CH,1
Johnny Hodges,Milt Hinton,Directed,7341,LJ,1
Johnny Hodges,Gene Krupa,Directed,2835,CH,1
Johnny Hodges,Benny Goodman,Directed,2831,CH,1
Johnny Hodges,Teddy Wilson,Directed,2829,CH,1
Johnny Hodges,Mary Lou Williams,Directed,7340,LJ,1
Johnny Hodges,Oscar Peterson,Directed,7337,LJ,1
Johnny Hodges,Roy Haynes,Directed,7344,LJ,1
Johnny Hodges,Louie Bellson,Directed,7346,LJ,1
Johnny Hodges,Bobby Hackett,Directed,2824,CH,1
Johnny Hodges,John Levy,Directed,7339,LJ,1
Johnny Hodges,Chris Griffin,Directed,2827,CH,1
Johnny Hodges,Allan Reuss,Directed,2830,CH,1
Johnny Hodges,Ziggy Elman,Directed,2832,CH,1
Johnny Hodges,Harry James,Directed,2837,CH,1
Johnny Hodges,Stanley Kay,Directed,7342,LJ,1
Johnny Hodges,Benny Waters,Directed,7338,LJ,1
Johnny Hodges,Phil Woods,Directed,7343,LJ,1
Tyree Glenn,Al Hibbler,Directed,4854,CH,1
Tyree Glenn,Lawrence Brown,Directed,4847,CH,1
Tyree Glenn,Ray Nance,Directed,4848,CH,1
Tyree Glenn,Harry Carney,Directed,4849,CH,1
Tyree Glenn,Jimmy Hamilton,Directed,4850,CH,1
Tyree Glenn,Junior Raglin,Directed,4851,CH,1
Tyree Glenn,Johnny Hodges,Directed,4852,CH,1
Tyree Glenn,Oscar Pettiford,Directed,4853,CH,1
Tyree Glenn,Sonny Greer,Directed,4855,CH,1
Tyree Glenn,Duke Ellington,Directed,4856,CH,1
Tyree Glenn,Russell Procope,Directed,4857,CH,1
Tyree Glenn,Billy Strayhorn,Directed,4858,CH,1
Tyree Glenn,Ben Webster,Directed,4859,CH,1
Tyree Glenn,Danny Barker,Directed,7192,LJ,1
Oscar Pettiford,Al Hibbler,Directed,3115,CH,1
Oscar Pettiford,Lawrence Brown,Directed,3108,CH,1
Oscar Pettiford,Ray Nance,Directed,3109,CH,1
Oscar Pettiford,Harry Carney,Directed,3110,CH,1
Oscar Pettiford,Jimmy Hamilton,Directed,3111,CH,1
Oscar Pettiford,Junior Raglin,Directed,3112,CH,1
Oscar Pettiford,Johnny Hodges,Directed,3113,CH,1
Oscar Pettiford,Tyree Glenn,Directed,3114,CH,1
Oscar Pettiford,Sonny Greer,Directed,3116,CH,1
Oscar Pettiford,Duke Ellington,Directed,3117,CH,1
Oscar Pettiford,Russell Procope,Directed,3118,CH,1
Oscar Pettiford,Django Reinhardt,Directed,3119,CH,1
Oscar Pettiford,Billy Strayhorn,Directed,3146,CH,1
Oscar Pettiford,Otto Hardwick,Directed,3150,CH,1
Oscar Pettiford,Cat Anderson,Directed,3149,CH,1
Oscar Pettiford,Joya Sherrill,Directed,3151,CH,1
Oscar Pettiford,Ben Webster,Directed,3103,CH,1
Oscar Pettiford,Count Basie,Directed,3094,CH,1
Oscar Pettiford,Thelma Carpenter,Directed,3105,CH,1
Oscar Pettiford,Buck Clayton,Directed,3139,CH,1
Oscar Pettiford,Jimmy Rushing,Directed,3093,CH,1
Oscar Pettiford,Helen Humes,Directed,3140,CH,1
Oscar Pettiford,Billie Holiday,Directed,3100,CH,1
Oscar Pettiford,Flip Phillips,Directed,3145,CH,1
Oscar Pettiford,Hank Jones,Directed,3142,CH,1
Oscar Pettiford,Hazel Scott,Directed,3099,CH,1
Oscar Pettiford,Hot Lips Page,Directed,3091,CH,1
Oscar Pettiford,Mildred Bailey,Directed,3092,CH,1
Oscar Pettiford,Ralph Cooper,Directed,3095,CH,1
Oscar Pettiford,Erskine Hawkins,Directed,3096,CH,1
Oscar Pettiford,Josh White,Directed,3097,CH,1
Oscar Pettiford,Teddy Wilson,Directed,3098,CH,1
Oscar Pettiford,Trummy Young,Directed,3101,CH,1
Oscar Pettiford,Pops Foster,Directed,3102,CH,1
Oscar Pettiford,Sid Catlett,Directed,3104,CH,1
Oscar Pettiford,Cozy Cole,Directed,3107,CH,1
Oscar Pettiford,Stan Getz,Directed,3121,CH,1
Oscar Pettiford,Louie Bellson,Directed,7368,LJ,1
Oscar Pettiford,Lennie Tristano,Directed,3143,CH,1
Oscar Pettiford,Charlie Parker,Directed,3137,CH,1
Oscar Pettiford,Coleman Hawkins,Directed,3141,CH,1
Oscar Pettiford,Buddy Rich,Directed,3148,CH,1
Oscar Pettiford,Roy Eldridge,Directed,3147,CH,1
Oscar Pettiford,Woody Herman,Directed,3133,CH,1
Oscar Pettiford,Red Rodney,Directed,3132,CH,1
Oscar Pettiford,Symphony Sid,Directed,3131,CH,1
Oscar Pettiford,Kai Winding,Directed,3144,CH,1
Oscar Pettiford,Serge Chaloff,Directed,3124,CH,1
Oscar Pettiford,Harry Belafonte,Directed,3134,CH,1
Oscar Pettiford,John Levy,Directed,7367,LJ,1
Oscar Pettiford,Terry Gibbs,Directed,3120,CH,1
Oscar Pettiford,Bernie Glow,Directed,3122,CH,1
Oscar Pettiford,Shorty Rogers,Directed,3123,CH,1
Oscar Pettiford,Leonard Feather,Directed,3125,CH,1
Oscar Pettiford,Jack Costanzo,Directed,3126,CH,1
Oscar Pettiford,Nat King Cole,Directed,3127,CH,1
Oscar Pettiford,Don Lamond,Directed,3128,CH,1
Oscar Pettiford,Al Cohn,Directed,3129,CH,1
Oscar Pettiford,Joe Comfort,Directed,3130,CH,1
Oscar Pettiford,Earl Swope,Directed,3135,CH,1
Oscar Pettiford,Ernie Royal,Directed,3136,CH,1
Oscar Pettiford,Ed Safranski,Directed,3138,CH,1
Oscar Pettiford,Jimmy Lewis,Directed,7369,LJ,1
Oscar Pettiford,Toshiko Akiyoshi,Directed,7371,LJ,1
Oscar Pettiford,Phil Woods,Directed,7370,LJ,1
Sonny Greer,Al Hibbler,Directed,1525,CH,1
Sonny Greer,Lawrence Brown,Directed,1510,CH,1
Sonny Greer,Ray Nance,Directed,1516,CH,1
Sonny Greer,Harry Carney,Directed,1521,CH,1
Sonny Greer,Jimmy Hamilton,Directed,1522,CH,1
Sonny Greer,Junior Raglin,Directed,1519,CH,1
Sonny Greer,Johnny Hodges,Directed,1511,CH,1
Sonny Greer,Tyree Glenn,Directed,1523,CH,1
Sonny Greer,Oscar Pettiford,Directed,1524,CH,1
Sonny Greer,Duke Ellington,Directed,1517,CH,1
Sonny Greer,Russell Procope,Directed,1526,CH,1
Sonny Greer,Django Reinhardt,Directed,1527,CH,1
Sonny Greer,Tricky Sam Nanton,Directed,1512,CH,1
Sonny Greer,Billy Strayhorn,Directed,1513,CH,1
Sonny Greer,Rex Stewart,Directed,1520,CH,1
Sonny Greer,Juan Tizol,Directed,1514,CH,1
Sonny Greer,Otto Hardwick,Directed,1518,CH,1
Sonny Greer,Cat Anderson,Directed,1528,CH,1
Sonny Greer,Joya Sherrill,Directed,1529,CH,1
Sonny Greer,Ben Webster,Directed,1515,CH,1
Sonny Greer,Milt Hinton,Directed,8493,LJ,1
Sonny Greer,Mary Lou Williams,Directed,8497,LJ,1
Sonny Greer,Roy Haynes,Directed,8494,LJ,1
Sonny Greer,Louie Bellson,Directed,8496,LJ,1
Sonny Greer,John Levy,Directed,8495,LJ,1
Sonny Greer,Danny Barker,Directed,8492,LJ,1
Duke Ellington,Al Hibbler,Directed,5519,CH,1
Duke Ellington,Lawrence Brown,Directed,5504,CH,1
Duke Ellington,Ray Nance,Directed,5511,CH,1
Duke Ellington,Harry Carney,Directed,5515,CH,1
Duke Ellington,Jimmy Hamilton,Directed,5516,CH,1
Duke Ellington,Junior Raglin,Directed,5513,CH,1
Duke Ellington,Johnny Hodges,Directed,5505,CH,1
Duke Ellington,Tyree Glenn,Directed,5517,CH,1
Duke Ellington,Oscar Pettiford,Directed,5518,CH,1
Duke Ellington,Sonny Greer,Directed,5506,CH,1
Duke Ellington,Russell Procope,Directed,5520,CH,1
Duke Ellington,Django Reinhardt,Directed,5521,CH,1
Duke Ellington,Tricky Sam Nanton,Directed,5507,CH,1
Duke Ellington,Billy Strayhorn,Directed,5508,CH,1
Duke Ellington,Rex Stewart,Directed,5514,CH,1
Duke Ellington,Juan Tizol,Directed,5509,CH,1
Duke Ellington,Otto Hardwick,Directed,5512,CH,1
Duke Ellington,Cat Anderson,Directed,5527,CH,1
Duke Ellington,Joya Sherrill,Directed,5531,CH,1
Duke Ellington,Ben Webster,Directed,5510,CH,1
Duke Ellington,Sarah Vaughan,Directed,5523,CH,1
Duke Ellington,Count Basie,Directed,5530,CH,1
Duke Ellington,Dizzy Gillespie,Directed,5501,CH,1
Duke Ellington,Lionel Hampton,Directed,7842,LJ,1
Duke Ellington,Milt Hinton,Directed,7833,LJ,1
Duke Ellington,Billie Holiday,Directed,5502,CH,1
Duke Ellington,Gerry Mulligan,Directed,5533,CH,1
Duke Ellington,Mary Lou Williams,Directed,7825,LJ,1
Duke Ellington,Billy Taylor,Directed,7848,LJ,1
Duke Ellington,Stan Getz,Directed,5499,CH,1
Duke Ellington,Oscar Peterson,Directed,7850,LJ,1
Duke Ellington,Timmie Rogers,Directed,5525,CH,1
Duke Ellington,Louie Bellson,Directed,7856,LJ,1
Duke Ellington,Charlie Parker,Directed,5503,CH,1
Duke Ellington,Benny Powell,Directed,7858,LJ,1
Duke Ellington,Buddy DeFranco,Directed,7853,LJ,1
Duke Ellington,George Shearing,Directed,5529,CH,1
Duke Ellington,Teddy Charles,Directed,5498,CH,1
Duke Ellington,John Levy,Directed,7846,LJ,1
Duke Ellington,Nat King Cole,Directed,5524,CH,1
Duke Ellington,Paul Desmond,Directed,5534,CH,1
Duke Ellington,Ahmad Jamal,Directed,5497,CH,1
Duke Ellington,Earl Hines,Directed,5526,CH,1
Duke Ellington,Peg Leg Bates,Directed,5522,CH,1
Duke Ellington,Clark Terry,Directed,7857,LJ,1
Duke Ellington,Jimmy Lewis,Directed,7832,LJ,1
Duke Ellington,Danny Barker,Directed,7843,LJ,1
Duke Ellington,Annie Ross,Directed,7838,LJ,1
Duke Ellington,Leslie Johnson,Directed,7860,LJ,1
Duke Ellington,Buster Williams,Directed,7840,LJ,1
Duke Ellington,Marian McPartland,Directed,7851,LJ,1
Duke Ellington,Jimmy Owens,Directed,7859,LJ,1
Duke Ellington,Stanley Kay,Directed,7845,LJ,1
Duke Ellington,Red Holloway,Directed,7830,LJ,1
Duke Ellington,Abbey Lincoln,Directed,7827,LJ,1
Duke Ellington,Toshiko Akiyoshi,Directed,7828,LJ,1
Duke Ellington,Mona Hinton,Directed,7841,LJ,1
Duke Ellington,Harold Ousley,Directed,7861,LJ,1
Duke Ellington,Delfeayo Marsalis,Directed,7855,LJ,1
Duke Ellington,Joe Williams,Directed,7835,LJ,1
Duke Ellington,Jane Jarvis,Directed,7831,LJ,1
Duke Ellington,Charles Davis,Directed,7834,LJ,1
Duke Ellington,Ed Shaughnessy,Directed,7829,LJ,1
Duke Ellington,Bill Berry,Directed,7836,LJ,1
Duke Ellington,Slide Hampton,Directed,7847,LJ,1
Duke Ellington,Benny Waters,Directed,7849,LJ,1
Duke Ellington,Vi Redd,Directed,7826,LJ,1
Duke Ellington,Roswell Rudd,Directed,7839,LJ,1
Duke Ellington,Melba Liston,Directed,7852,LJ,1
Russell Procope,Al Hibbler,Directed,179,CH,1
Russell Procope,Lawrence Brown,Directed,171,CH,1
Russell Procope,Ray Nance,Directed,172,CH,1
Russell Procope,Harry Carney,Directed,173,CH,1
Russell Procope,Jimmy Hamilton,Directed,174,CH,1
Russell Procope,Junior Raglin,Directed,175,CH,1
Russell Procope,Johnny Hodges,Directed,176,CH,1
Russell Procope,Tyree Glenn,Directed,177,CH,1
Russell Procope,Oscar Pettiford,Directed,178,CH,1
Russell Procope,Sonny Greer,Directed,180,CH,1
Russell Procope,Duke Ellington,Directed,181,CH,1
Russell Procope,Django Reinhardt,Directed,182,CH,1
Russell Procope,Pete Johnson,Directed,188,CH,1
Russell Procope,Hazel Scott,Directed,191,CH,1
Russell Procope,Sid Catlett,Directed,184,CH,1
Russell Procope,Billy Kyle,Directed,185,CH,1
Russell Procope,Edmond Hall,Directed,189,CH,1
Russell Procope,J.C. Higginbotham,Directed,190,CH,1
Russell Procope,Lena Horne,Directed,192,CH,1
Russell Procope,Buster Bailey,Directed,183,CH,1
Russell Procope,Charlie Shavers,Directed,186,CH,1
Russell Procope,Eddie South,Directed,193,CH,1
Russell Procope,John Kirby,Directed,187,CH,1
Russell Procope,Art Tatum,Directed,194,CH,1
Russell Procope,Louie Bellson,Directed,9732,LJ,1
Django Reinhardt,Al Hibbler,Directed,6398,CH,1
Django Reinhardt,Lawrence Brown,Directed,6394,CH,1
Django Reinhardt,Ray Nance,Directed,6396,CH,1
Django Reinhardt,Harry Carney,Directed,6392,CH,1
Django Reinhardt,Jimmy Hamilton,Directed,6395,CH,1
Django Reinhardt,Johnny Hodges,Directed,6393,CH,1
Django Reinhardt,Oscar Pettiford,Directed,6390,CH,1
Django Reinhardt,Sonny Greer,Directed,6399,CH,1
Django Reinhardt,Duke Ellington,Directed,6391,CH,1
Django Reinhardt,Russell Procope,Directed,6397,CH,1
Django Reinhardt,Annie Ross,Directed,9047,LJ,1
Tricky Sam Nanton,Al Hibbler,Directed,1411,CH,1
Tricky Sam Nanton,Lawrence Brown,Directed,1398,CH,1
Tricky Sam Nanton,Ray Nance,Directed,1404,CH,1
Tricky Sam Nanton,Harry Carney,Directed,1409,CH,1
Tricky Sam Nanton,Jimmy Hamilton,Directed,1410,CH,1
Tricky Sam Nanton,Junior Raglin,Directed,1407,CH,1
Tricky Sam Nanton,Johnny Hodges,Directed,1399,CH,1
Tricky Sam Nanton,Sonny Greer,Directed,1400,CH,1
Tricky Sam Nanton,Duke Ellington,Directed,1405,CH,1
Tricky Sam Nanton,Billy Strayhorn,Directed,1401,CH,1
Tricky Sam Nanton,Rex Stewart,Directed,1408,CH,1
Tricky Sam Nanton,Juan Tizol,Directed,1402,CH,1
Tricky Sam Nanton,Otto Hardwick,Directed,1406,CH,1
Tricky Sam Nanton,Cat Anderson,Directed,1412,CH,1
Tricky Sam Nanton,Ben Webster,Directed,1403,CH,1
Billy Strayhorn,Al Hibbler,Directed,1494,CH,1
Billy Strayhorn,Lawrence Brown,Directed,1469,CH,1
Billy Strayhorn,Ray Nance,Directed,1475,CH,1
Billy Strayhorn,Harry Carney,Directed,1480,CH,1
Billy Strayhorn,Jimmy Hamilton,Directed,1493,CH,1
Billy Strayhorn,Junior Raglin,Directed,1478,CH,1
Billy Strayhorn,Johnny Hodges,Directed,1470,CH,1
Billy Strayhorn,Tyree Glenn,Directed,1509,CH,1
Billy Strayhorn,Oscar Pettiford,Directed,1487,CH,1
Billy Strayhorn,Sonny Greer,Directed,1471,CH,1
Billy Strayhorn,Duke Ellington,Directed,1476,CH,1
Billy Strayhorn,Tricky Sam Nanton,Directed,1472,CH,1
Billy Strayhorn,Rex Stewart,Directed,1479,CH,1
Billy Strayhorn,Juan Tizol,Directed,1473,CH,1
Billy Strayhorn,Otto Hardwick,Directed,1477,CH,1
Billy Strayhorn,Cat Anderson,Directed,1495,CH,1
Billy Strayhorn,Ben Webster,Directed,1474,CH,1
Billy Strayhorn,Sarah Vaughan,Directed,1499,CH,1
Billy Strayhorn,Ella Fitzgerald,Directed,1508,CH,1
Billy Strayhorn,Earl Bostic,Directed,1496,CH,1
Billy Strayhorn,Count Basie,Directed,1503,CH,1
Billy Strayhorn,Billy Eckstine,Directed,1498,CH,1
Billy Strayhorn,Buck Clayton,Directed,1483,CH,1
Billy Strayhorn,Helen Humes,Directed,1484,CH,1
Billy Strayhorn,Billie Holiday,Directed,1501,CH,1
Billy Strayhorn,Flip Phillips,Directed,1490,CH,1
Billy Strayhorn,Hank Jones,Directed,1486,CH,1
Billy Strayhorn,Illinois Jacquet,Directed,1500,CH,1
Billy Strayhorn,Mary Lou Williams,Directed,1502,CH,1
Billy Strayhorn,Roy Haynes,Directed,7806,LJ,1
Billy Strayhorn,Louie Bellson,Directed,7805,LJ,1
Billy Strayhorn,Lennie Tristano,Directed,1488,CH,1
Billy Strayhorn,Charlie Parker,Directed,1481,CH,1
Billy Strayhorn,Coleman Hawkins,Directed,1485,CH,1
Billy Strayhorn,Buddy Rich,Directed,1492,CH,1
Billy Strayhorn,Roy Eldridge,Directed,1491,CH,1
Billy Strayhorn,Cab Calloway,Directed,1505,CH,1
Billy Strayhorn,Kai Winding,Directed,1489,CH,1
Billy Strayhorn,John Levy,Directed,7799,LJ,1
Billy Strayhorn,Lucky Millinder,Directed,1497,CH,1
Billy Strayhorn,Bull Moose Jackson,Directed,1504,CH,1
Billy Strayhorn,Ed Safranski,Directed,1482,CH,1
Billy Strayhorn,Joe Louis,Directed,1506,CH,1
Billy Strayhorn,Bill Robinson,Directed,1507,CH,1
Billy Strayhorn,Annie Ross,Directed,7802,LJ,1
Billy Strayhorn,Marian McPartland,Directed,7800,LJ,1
Billy Strayhorn,Toshiko Akiyoshi,Directed,7798,LJ,1
Billy Strayhorn,Delfeayo Marsalis,Directed,7804,LJ,1
Billy Strayhorn,Bill Berry,Directed,7803,LJ,1
Billy Strayhorn,Slide Hampton,Directed,7801,LJ,1
Rex Stewart,Al Hibbler,Directed,680,CH,1
Rex Stewart,Lawrence Brown,Directed,667,CH,1
Rex Stewart,Ray Nance,Directed,674,CH,1
Rex Stewart,Harry Carney,Directed,678,CH,1
