Roy Eldridge,Oscar Peterson
Roy Eldridge,Charlie Parker
Roy Eldridge,Lionel Hampton
Roy Eldridge,Coleman Hawkins
Roy Eldridge,Fats Waller
Roy Eldridge,Gene Krupa
Roy Eldridge,Dizzy Gillespie
Roy Eldridge,Lester Young
Don Abney,Louie Bellson
Ray Brown,Roy Eldridge
Ray Brown,Oscar Peterson
Ray Brown,Louie Bellson
Tommy Potter,Roy Haynes
Bud Powell,Roy Haynes
Max Roach,Roy Haynes
Miff Mole,Bob Haggart
Buddy Rich,Roy Haynes
Buddy Rich,Louie Bellson
Jo Jones,Milt Hinton
Buddy DeFranco,Louie Bellson
Buddy DeFranco,Dizzy Gillespie
Buddy DeFranco,Oscar Peterson
Buddy DeFranco,Ella Fitzgerald
Buck Clayton,Mary Lou Williams
Bob Haggart,Bud Freeman
Bob Haggart,Yank Lawson
Bob Haggart,Tommy Dorsey
Bob Haggart,Miff Mole
Bob Haggart,Bobby Hackett
Mel Powell,Milt Hinton
Benny Goodman,Lionel Hampton
Chuck Wayne,John Levy
Barry Ulanov,Mary Lou Williams
Sonny Stitt,Roy Haynes
Charlie Shavers,Milt Hinton
Charlie Shavers,Louie Bellson
Billie Holiday,Billy Taylor
Billie Holiday,John Levy
Billie Holiday,Roy Haynes
Billie Holiday,Mary Lou Williams
Milt Buckner,Lionel Hampton
Stan Getz,Roy Haynes
Stan Getz,Dave Brubeck
Stan Getz,Louie Bellson
Eubie Blake,Roy Eldridge
Eubie Blake,Lionel Hampton
Thelonious Monk,Roy Haynes
Thelonious Monk,Mary Lou Williams
Charles Mingus,Roy Haynes
J. C. Heard,Mary Lou Williams
Kai Winding,Roy Haynes
Louie Bellson,Art Blakey
Louie Bellson,Ella Fitzgerald
Louie Bellson,Roy Haynes
Louie Bellson,Roy Eldridge
Louie Bellson,Timmie Rogers
Louie Bellson,Buddy Rich
Louie Bellson,Charlie Shavers
Louie Bellson,Buddy DeFranco
Louie Bellson,Kenny Clarke
Louie Bellson,Sarah Vaughan
Louie Bellson,Ben Webster
Louie Bellson,Milt Hinton
Louie Bellson,Pearl Bailey
Louie Bellson,Herb Jeffries
Louie Bellson,Erroll Garner
Louie Bellson,Stan Getz
Louie Bellson,Lester Young
Louie Bellson,Don Abney
Louie Bellson,Oscar Peterson
Louie Bellson,Dizzy Gillespie
Louie Bellson,Ray Brown
Ella Fitzgerald,Louie Bellson
Ella Fitzgerald,Roy Haynes
Ella Fitzgerald,Roy Eldridge
Ella Fitzgerald,Oscar Peterson
Ella Fitzgerald,Buddy DeFranco
Kenny Clarke,Mary Lou Williams
Kenny Clarke,Louie Bellson
Kenny Clarke,Roy Haynes
Billy Eckstine,Mary Lou Williams
Billy Eckstine,Charlie Parker
Billy Eckstine,Budd Johnson
Billy Eckstine,Bobby Tucker
Billy Eckstine,Roy Haynes
Billy Eckstine,Dizzy Gillespie
Billy Eckstine,Duke Ellington
Billy Eckstine,Sarah Vaughan
Paul Desmond,Dave Brubeck
Sahib Shihab,Roy Haynes
Tommy Dorsey,Bob Haggart
Fats Waller,Roy Eldridge
Dinah Washington,Lionel Hampton
Dinah Washington,Roy Haynes
Timmie Rogers,Louie Bellson
Red Rodney,Roy Haynes
Charlie Parker,Roy Haynes
Charlie Parker,Billy Eckstine
Charlie Parker,Roy Eldridge
Charlie Parker,Benny Powell
Benny Powell,Count Basie
Benny Powell,Lester Young
Benny Powell,Charlie Parker
Teddy Wilson,Lionel Hampton
Mildred Bailey,Mary Lou Williams
Art Blakey,Louie Bellson
Art Blakey,Mary Lou Williams
Art Blakey,Roy Haynes
Coleman Hawkins,Roy Haynes
Coleman Hawkins,Oscar Peterson
Coleman Hawkins,Roy Eldridge
