http://dbpedia.org/resource/Freddie_Green,Clark Terry
Freddie Green,Billy Taylor
Freddie Green,Buddy Tate
Freddie Green,Louie Bellson
Freddie Green,Buddy DeFranco
Freddie Green,Jimmy Lewis
Freddie Green,Danny Barker
Freddie Green,Annie Ross
http://dbpedia.org/resource/Ziggy_Elman,Leslie Johnson
Milton Berle,Buster Williams
Milton Berle,John Levy
http://dbpedia.org/resource/Paul_Robeson,Jimmy Scott
Paul Robeson,Doc Cheatham
Claude Hopkins,Milt Hinton
Lee Konitz,Buddy DeFranco
Gerry Mulligan,Marian McPartland
Gerry Mulligan,Jimmy Owens
Gerry Mulligan,Dave Brubeck
Gerry Mulligan,Milt Hinton
Harry James,Danny Barker
Harry James,Stanley Kay
Harry James,Red Holloway
Harry James,Louie Bellson
Hank Jones,Milt Hinton
Hank Jones,Abbey Lincoln
Hank Jones,Toshiko Akiyoshi
Hank Jones,Roy Haynes
Hank Jones,Doc Cheatham
Hank Jones,Mona Hinton
http://dbpedia.org/resource/Milt_Hinton,Dick Cavett
Milt Hinton,Louis Armstrong
Milt Hinton,Eddie South
Milt Hinton,Jay McShann
Milt Hinton,Carl Jefferson
Milt Hinton,Buddy Rich
Milt Hinton,Willis Conover
Milt Hinton,Woody Herman
Milt Hinton,Claude Hopkins
Milt Hinton,Ray Nance
Milt Hinton,Richard Davis
Milt Hinton,Bobby Rosengarden
Milt Hinton,Ben Bernie
Milt Hinton,Ben Pollack
Milt Hinton,Harold Ousley
Milt Hinton,Helen Humes
Milt Hinton,Bucky Pizzarelli
Milt Hinton,Delfeayo Marsalis
Milt Hinton,Joe Williams
Milt Hinton,John Kirby
Milt Hinton,Dizzy Gillespie
Milt Hinton,Erskine Tate
Milt Hinton,Charlie Shavers
Milt Hinton,Cab Calloway
Milt Hinton,John Levy
Milt Hinton,Art Tatum
Milt Hinton,Teddy Wilson
Milt Hinton,Cannonball Adderley
Milt Hinton,Al Hall
Milt Hinton,Billy Eckstine
Milt Hinton,Jack Teagarden
Milt Hinton,Bob Cranshaw
Milt Hinton,Billy Taylor
Milt Hinton,Jim Hall
Milt Hinton,Duke Ellington
Milt Hinton,Ahmad Jamal
Milt Hinton,Illinois Jacquet
Milt Hinton,Benny Green
Milt Hinton,Mona Hinton
Milt Hinton,Al Morgan
Milt Hinton,Johnny Hodges
Milt Hinton,Al Capone
Milt Hinton,Dorothy Donegan
Milt Hinton,Jane Jarvis
Milt Hinton,Urbie Green
Milt Hinton,Barry Galbraith
Milt Hinton,Scoops Carey
Milt Hinton,Earl Hines
Milt Hinton,Fletcher Henderson
Milt Hinton,Marian McPartland
Milt Hinton,Foots Thomas
Milt Hinton,Jimmy Bertrand
Milt Hinton,Hank Jones
Milt Hinton,Charlie Christian
Milt Hinton,Charles Davis
Milt Hinton,Benny Goodman
Milt Hinton,Lou Rawls
Milt Hinton,Jimmy Noone
Milt Hinton,Louie Bellson
Milt Hinton,Johnny Dodds
Milt Hinton,Benny Morton
Milt Hinton,Sarah Vaughan
Milt Hinton,John Benson Brooks
Milt Hinton,Cootie Williams
Milt Hinton,Sonny Greer
Milt Hinton,Benny Carter
Milt Hinton,Lil Armstrong
Milt Hinton,Alberta Hunter
Milt Hinton,Budd Johnson
Milt Hinton,Keg Johnson
Milt Hinton,Sy Johnson
Milt Hinton,Bob Shaffner
Milt Hinton,Ron Carter
Milt Hinton,Louis Bellson
Milt Hinton,Bob Haggart
Milt Hinton,Joe Turner
Milt Hinton,Zutty Singleton
Milt Hinton,George Wein
Milt Hinton,Mel Powell
Milt Hinton,Clark Terry
Milt Hinton,Charlie Parker
Milt Hinton,Art Farmer
Milt Hinton,Jimmy Jones
Milt Hinton,Porter Kilbert
Milt Hinton,Kid Ory
Milt Hinton,Dick Hyman
Milt Hinton,Al Jolson
Milt Hinton,Ben Webster
Milt Hinton,Ed Shaughnessy
Milt Hinton,Lionel Hampton
Milt Hinton,Clark Smith
Milt Hinton,Chu Berry
Milt Hinton,George Barnes
Milt Hinton,Osie Johnson
Milt Hinton,Israel Crosby
Milt Hinton,Wilbur Ware
Milt Hinton,Jo Jones
Milt Hinton,Pearl Bailey
Milt Hinton,Bill Berry
Milt Hinton,Les Hite
Milt Hinton,Buster Williams
Milt Hinton,Gerry Mulligan
Milt Hinton,Doc Cheatham
Milt Hinton,Danny Barker
Milt Hinton,Barney Bigard
Milt Hinton,Count Basie
Milt Hinton,Sid Catlett
Milt Hinton,Roy Eldridge
http://dbpedia.org/resource/Maynard_Ferguson,Slide Hampton
Maynard Ferguson,Jimmy Owens
Maynard Ferguson,Toshiko Akiyoshi
Maynard Ferguson,Ron Carter
http://dbpedia.org/resource/Dave_Brubeck,Goddard Lieberson
Dave Brubeck,Annie Ross
Dave Brubeck,Louis Armstrong
Dave Brubeck,George Wein
Dave Brubeck,Joe Morello
Dave Brubeck,John Hammond
Dave Brubeck,Pierre Salinger
Dave Brubeck,Charles Mingus
Dave Brubeck,Teo Macero
Dave Brubeck,George Moore
Dave Brubeck,Woody Herman
Dave Brubeck,Lionel Hampton
Dave Brubeck,Billy Kyle
Dave Brubeck,Herb Wong
Dave Brubeck,Howard Brubeck
Dave Brubeck,Charles Ives
Dave Brubeck,Clive Davis
Dave Brubeck,Cleo Brown
Dave Brubeck,Marian McPartland
Dave Brubeck,Ray Wax
Dave Brubeck,Dizzy Gillespie
Dave Brubeck,Chet Huntley
Dave Brubeck,Bull Ruther
Dave Brubeck,Clint Eastwood
Dave Brubeck,Richard Rodgers
Dave Brubeck,Thelonious Monk
Dave Brubeck,Red Norvo
Dave Brubeck,Tony Bennett
Dave Brubeck,Richard Nixon
Dave Brubeck,Jack Kennedy
Dave Brubeck,Miles Davis
Dave Brubeck,Max Weiss
Dave Brubeck,Jim Bancroft
Dave Brubeck,Ralph Gleason
Dave Brubeck,Skinnay Ennis
Dave Brubeck,Ken Curtis
Dave Brubeck,Jane Jarvis
Dave Brubeck,George Avakian
Dave Brubeck,Bill Russo
Dave Brubeck,George Shultz
Dave Brubeck,John Marabuto
Dave Brubeck,Abbey Lincoln
Dave Brubeck,Doug Ramsey
Dave Brubeck,Darrell Cutler
Dave Brubeck,Slide Hampton
Dave Brubeck,Stan Getz
Dave Brubeck,Eddie Duran
Dave Brubeck,Frank Sinatra
Dave Brubeck,Neil Tesser
Dave Brubeck,Gerald Ford
Dave Brubeck,Darius Milhaud
Dave Brubeck,Bill Smith
Dave Brubeck,Nadia Boulanger
Dave Brubeck,Jimmy Blanton
Dave Brubeck,Aldus Huxley
Dave Brubeck,Cal Tjader
Dave Brubeck,Vince Guaraldi
Dave Brubeck,Count Basie
Dave Brubeck,Cal Lampley
Dave Brubeck,Henry Cowell
Dave Brubeck,Junior Raglin
Dave Brubeck,Andrei Sakharov
Dave Brubeck,Russell Means
Dave Brubeck,Paul Desmond
Dave Brubeck,Leonard Feather
Dave Brubeck,Cole Porter
Dave Brubeck,Al Davis
Dave Brubeck,Chris Brubeck
Dave Brubeck,Irving Townsend
Dave Brubeck,Alan Dawson
Dave Brubeck,Wynton Marsalis
Dave Brubeck,Nancy Reagan
Dave Brubeck,Barbara Bel Geddes
Dave Brubeck,Ron Carter
Dave Brubeck,Walter Cronkite
Dave Brubeck,Jimmy Carter
Dave Brubeck,Ernie Farmer
Dave Brubeck,Duke Ellington
Dave Brubeck,King Hussein
Dave Brubeck,Leland Hayward
Dave Brubeck,Ron Crotty
Dave Brubeck,Louie Bellson
Dave Brubeck,Gerry Mulligan
Dave Brubeck,Teddy Wilson
Dave Brubeck,Pete Rugolo
Dave Brubeck,Gunther Schuller
Dave Brubeck,Charlie Parker
Dave Brubeck,Eugene Wright
Dave Brubeck,Johnny Coppola
Dave Brubeck,Benny Goodman
Dave Brubeck,Turk Murphy
Dave Brubeck,Tal Farlow
Dave Brubeck,Bud Powell
Dave Brubeck,Darius Brubeck
Dave Brubeck,Art Tatum
Dave Brubeck,Lew Soloff
Dave Brubeck,Carmen McRae
Dave Brubeck,David van Kriedt
Dave Brubeck,Barry Ulanov
Dave Brubeck,Stan Kenton
Dave Brubeck,Richard Jeweler 
Dave Brubeck,Jack Six
Dave Brubeck,Studs Terkel
Dave Brubeck,Bud Harr
Dave Brubeck,Jimmy Lyons
Dave Brubeck,Norman Bates
Dave Brubeck,Mercer Ellington
Dave Brubeck,Marlene Dietrich
Dave Brubeck,Dean Carl Nosse
Dave Brubeck,Joe Glaser
Dave Brubeck,Jack Fina
Dave Brubeck,Alvino Rey
Dave Brubeck,Dick Collins
Dave Brubeck,Matt Dennis
Dave Brubeck,Herb Barman
Dave Brubeck,Herb Geller
Dave Brubeck,Myra Hess
Dave Brubeck,Ted Rosenthal
Dave Brubeck,Georgia Frontiere
Dave Brubeck,Gil Evans
Dave Brubeck,Christopher Isherwood
Dave Brubeck,Denise McClugagge
Dave Brubeck,Lu Watters
Dave Brubeck,Bob Skinner
Dave Brubeck,Jelly Roll Morton
Dave Brubeck,Jack Weeks
Dave Brubeck,Doris Duke
Dave Brubeck,Lennie Tristano
Dave Brubeck,Earle Weatherwax
Roy Haynes,Stan Getz
Roy Haynes,Dave Kikoski
Roy Haynes,John Malachi
Roy Haynes,Branford Marsalis
Roy Haynes,Clifford Brown
Roy Haynes,Pearl Bailey
Roy Haynes,Sun Ra
Roy Haynes,Pat Metheny
Roy Haynes,Chick Corea
Roy Haynes,Hannibal Peterson
Roy Haynes,Erskine Hawkins
Roy Haynes,Lawrence Marable
Roy Haynes,James P. Johnson
Roy Haynes,Gloria Lynne
Roy Haynes,Joe Henderson
Roy Haynes,Gary Novak
Roy Haynes,Lester Young
Roy Haynes,Louie Bellson
Roy Haynes,Billy Higgins
Roy Haynes,Norman Granz
Roy Haynes,Fred Astaire
Roy Haynes,Emery Thompson
Roy Haynes,Harry Carney
Roy Haynes,Gary Burton
Roy Haynes,Joe Newman
Roy Haynes,Andrew Cyrille
Roy Haynes,Benny Goodman
Roy Haynes,Coleman Hawkins
Roy Haynes,Ella Fitzgerald
Roy Haynes,Bunk Johnson
Roy Haynes,Babs Gonzales
Roy Haynes,Sam Woodyard
Roy Haynes,Charlie Holmes
Roy Haynes,Bob Elliott
Roy Haynes,Don Braden
Roy Haynes,Charles Mingus
Roy Haynes,Jimmy Garrison
Roy Haynes,Charlie Parker
Roy Haynes,Pops Foster
Roy Haynes,Louis Armstrong
Roy Haynes,Symphony Sid
Roy Haynes,Buddy Rich
Roy Haynes,Ringo Starr
Roy Haynes,Tommy Mace
Roy Haynes,Archie Shepp
Roy Haynes,Jackie Parker
Roy Haynes,Red Rodney
Roy Haynes,Charles Sullivan
Roy Haynes,Gil Noble
Roy Haynes,Cat Anderson
Roy Haynes,Frank Strozier
Roy Haynes,Panama Francis
Roy Haynes,Jackie McLean
Roy Haynes,Randy Gilmore
Roy Haynes,Sahib Shihab
Roy Haynes,George Treadwell
Roy Haynes,Artie Shaw
Roy Haynes,Ronnell Bright
Roy Haynes,Sonny Rollins
Roy Haynes,Billy Cobham
Roy Haynes,Cozy Cole
Roy Haynes,Clarence Johnson
Roy Haynes,Thelonious Monk
Roy Haynes,Lee Richardson
Roy Haynes,Bob Bell
Roy Haynes,Jimmy Jones
Roy Haynes,Bobby Watson
Roy Haynes,Omar Hakim
Roy Haynes,Toshiko Akiyoshi
Roy Haynes,Teddy Stewart
Roy Haynes,Duke Ellington
Roy Haynes,Joe Benjamin
Roy Haynes,Shelly Manne
Roy Haynes,Joe Harris
Roy Haynes,Alan Dawson
Roy Haynes,Wayne Shorter
Roy Haynes,John Coltrane
Roy Haynes,Argonne Thornton
Roy Haynes,Lee Young
Roy Haynes,Lucky Millinder
Roy Haynes,Don Byas
Roy Haynes,Dorothy Donegan
Roy Haynes,Airto
Roy Haynes,Jack DeJohnette
Roy Haynes,Kenny Clarke
Roy Haynes,Fletcher Henderson
Roy Haynes,Lee Nevilles
Roy Haynes,Fats Ford
Roy Haynes,Billie Holiday
Roy Haynes,Bobby Donaldson
Roy Haynes,Kenny Dorham
Roy Haynes,Cab Calloway
Roy Haynes,Lester Shackleford
Roy Haynes,Sam Rivers
Roy Haynes,Billy Eckstine
Roy Haynes,Steve Gadd
Roy Haynes,Shadow Wilson
Roy Haynes,Tain Watts
Roy Haynes,Ezra Charles
Roy Haynes,Art Tatum
Roy Haynes,Joe Booker
Roy Haynes,Luis Russell
Roy Haynes,Nat King Cole
Roy Haynes,Gene Krupa
Roy Haynes,Karl Ludwig
Roy Haynes,Kai Winding
Roy Haynes,Max Gordon
Roy Haynes,Marvin &quot;Smitty&quot; Smith
Roy Haynes,Dizzy Gillespie
Roy Haynes,Dennis Chambers
Roy Haynes,Lenny White
Roy Haynes,Tom Brown
Roy Haynes,Dave Weckl
Roy Haynes,Sonny Greer
Roy Haynes,Sidney Bechet
Roy Haynes,Gus Haynes
Roy Haynes,George Gershwin
Roy Haynes,Eric Dolphy
Roy Haynes,Art Taylor
Roy Haynes,Quincy Jones
Roy Haynes,Philly Joe Jones
Roy Haynes,Kevin Eubanks
Roy Haynes,Fats Waller
Roy Haynes,Terri Lyne Carrington
Roy Haynes,Miroslav Vitous
Roy Haynes,Red Allen
Roy Haynes,Rashied Ali
Roy Haynes,Max Roach
Roy Haynes,Sonny Murray
Roy Haynes,Shorty McConnell
Roy Haynes,Sarah Vaughan
Roy Haynes,Bing Crosby
Roy Haynes,McCoy Tyner
Roy Haynes,Peter Erskine
Roy Haynes,Kenny Burrell
Roy Haynes,Jimmy Heath
Roy Haynes,Al Haig
Roy Haynes,George Adams
Roy Haynes,Hank Jones
Roy Haynes,Chick Webb
Roy Haynes,Donald Harrison
Roy Haynes,Tom Brechtlein
Roy Haynes,Howard McGhee
Roy Haynes,Sonny Stitt
Roy Haynes,Stanley Cowell
Roy Haynes,Dwayne Burno
Roy Haynes,Tommy Potter
Roy Haynes,Charlie Christian
Roy Haynes,Kansas Fields
Roy Haynes,Art Blakey
Roy Haynes,Tony Williams
Roy Haynes,Louis Jordan
Roy Haynes,Count Basie
Roy Haynes,Albert Dailey
Roy Haynes,Sabby Lewis
Roy Haynes,Sid Catlett
Roy Haynes,Bud Powell
Roy Haynes,Edgar Bateman
Roy Haynes,Ted Briscoe
Roy Haynes,Johnny Hodges
Roy Haynes,Cecil McBee
Roy Haynes,Jo Jones
Roy Haynes,Joe Jones
Roy Haynes,Miles Davis
Roy Haynes,Arvell Shaw
Roy Haynes,Sadik Hakim
Roy Haynes,Carl Schroeder
Roy Haynes,Billy Strayhorn
Roy Haynes,Earl Hines
Roy Haynes,George Wein
Roy Haynes,Osie Johnson
Roy Haynes,Nelson Boyd
Roy Haynes,Jimmie Lunceford
Roy Haynes,Milford Graves
Roy Haynes,Dinah Washington
Roy Haynes,Phil Edmond
Roy Haynes,Thad Jones
http://dbpedia.org/resource/Flip_Phillips,Toshiko Akiyoshi
Flip Phillips,Bob Haggart
http://dbpedia.org/resource/J._C._Higginbotham,Jimmy Owens
J.C. Higginbotham,John Levy
Eddie Heywood,Mary Lou Williams
